Timestamp,UCT - DSchool - Basics - PV yield counter [kWh] - E_Z_EVU,UCT - DSchool - Basics - Irradiance on module plane [W/m²] - G_M0,UCT - DSchool - Basics - UCT - DSchool Load Power [W] - P_LOAD,UCT - DSchool - Basics - UCT - DSchool Solar [W] - P_SOLAR,UCT - DSchool - Basics - UCT - DSchool Incomer Power [W] - P_INCOMER,UCT - DSchool - Calculations - total area [m²] - AREA,UCT - DSchool - Calculations -  [] - E_MEAN_DEV,UCT - DSchool - Calculations -  [] - E_MESS,UCT - DSchool - Calculations - Specific yield [kWh/kWp] - E_N,UCT - DSchool - Calculations - Energy / Meters [kWh] - E_ZAEHLER,UCT - DSchool - Calculations -  [] - EPI,UCT - DSchool - Calculations - Installed Power  [kWp] - POWER,UCT - DSchool - Calculations - Performance ratio [%] - PR,UCT - DSchool - Calculations -  [] - SOLIDX,UCT - DSchool - Calculations - System availability [%] - VFG,UCT - DSchool - Simulation - Expected power [kW]
2023-09-01 00:00:00,,,,,,284.28,13.620730647399304,94.113,1.584,94.113,50.78538843770619,59.4,50.482,94.7952225502658,84.444,
2023-09-01 00:05:00,,,,,,921.8811042511732,54.1894289797733,59.71187509510963,1866.4970387586816,1298.3737396751176,25.78171731317047,374.2138988408389,95.69511721450962,16.957577367284017,94.1860611014508,
2023-09-01 00:10:00,0.0,0.0,56525.4,0.0,56525.4,691.2910898029984,8.057917828095329,3.026729454793853,299.8137304536226,1311.6123537187636,0.2065996025852001,1639.9691108973834,94.00255224317138,22.654929042946613,99.3415587723215,0.0
2023-09-01 00:15:00,0.0,0.0,64881.916,0.0,64881.916,578.1803800430444,37.46443365668036,54.058923250492,1040.5390430610648,1366.605063904981,85.65190643865324,1515.3226595604513,90.94646729644293,84.19222217438276,98.40447555518521,0.0
2023-09-01 00:20:00,0.0,0.0,68078.382,0.0,68078.382,192.8788824539156,31.089971787632862,57.07810395479236,838.7693528250309,653.393907931995,97.5012263829161,3728.249570226653,99.18918832431682,84.86234268721428,99.81276641011226,0.0
2023-09-01 00:25:00,0.0,0.0,63539.44,0.0,63539.44,634.6291080314531,88.4250867632741,58.577942764213454,1251.665724502924,264.608178582129,72.97546270696334,3889.2992745545434,93.16281259972533,98.98809854016709,91.47450324036247,0.0
2023-09-01 00:30:00,0.0,0.0,50072.234,0.0,50072.234,144.92839293284712,21.881429576224875,82.90250164747079,1066.7582634476612,1559.9292982888844,56.98186883379468,627.1095644111041,97.81852712156004,50.7022284232453,90.6236499062874,0.0
2023-09-01 00:35:00,0.0,0.0,52800.348,0.0,52800.348,162.57065476664124,28.72999714259018,93.88986776211685,788.5439753625616,1387.4199174243654,86.78498308986555,767.3881787307929,90.00766727563956,93.72722057120916,99.84132424871021,0.0
2023-09-01 00:40:00,0.0,0.0,44219.462,0.0,44219.462,117.10778532544134,60.23119206688009,43.224263544712805,1063.0917372034633,1533.3214659251648,1.7770991048855045,1676.436469686342,99.31774830455755,83.48173418254568,92.61624139031315,0.0
2023-09-01 00:45:00,0.0,0.0,52233.82,0.0,52233.82,894.1259742609466,56.34679560814574,94.63395641271607,1561.657874230436,1320.2328785827444,4.765793719870426,2265.1287976245394,92.33219432621476,33.467995925479066,99.43256282881373,0.0
2023-09-01 00:50:00,0.0,0.0,48180.018,0.0,48180.018,432.83040186078284,73.62130889744466,52.65278324956899,1780.5586806762112,722.3873457523196,76.71295934741427,945.8574343874404,98.19337645135094,85.29131778603643,95.48391209721603,0.0
2023-09-01 00:55:00,0.0,0.0,49444.598,0.0,49444.598,186.1798794483015,92.40419878189329,99.97220291338854,63.81795269925661,605.0415018101226,53.816595214098925,3016.7530207482014,99.09988428082931,57.45892156453415,95.47707884544933,0.0
2023-09-01 01:00:00,0.0,0.0,43182.238,0.0,43182.238,197.72494391717944,73.82481716329323,35.961384086928014,1968.4431409084061,768.0894457176097,50.74821005729706,3158.0088855561767,96.28637735492315,90.27694720645476,99.64388321134908,0.0
2023-09-01 01:05:00,0.0,0.0,64778.298,0.0,64778.298,853.185595322058,31.543700629482156,30.52112454826834,1986.6188030791811,512.8002497398883,83.66707612459703,2479.296521302813,96.96452536377653,46.74851008720133,94.42874343074843,0.0
