"Internal Meter ID","Meter Serial","Meter Description","tstamp","total_kl","difference_kl","flow_rate"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 00:21:00","29.8430","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 01:21:00","29.8430","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 02:23:00","29.8430","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 03:23:00","29.8430","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 04:23:00","29.8430","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 05:23:00","29.8430","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 06:23:00","29.8538","0.0108","0.0030"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 07:23:00","29.8645","0.0108","0.0030"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 08:23:00","29.8753","0.0108","0.0030"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 09:49:00","29.8860","0.0108","0.0021"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 11:05:00","29.8970","0.0110","0.0024"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 12:06:00","29.9000","0.0030","0.0008"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 13:13:00","29.9170","0.0170","0.0042"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 13:49:00","29.9170","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 14:49:00","29.9185","0.0015","0.0004"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 15:49:00","29.9200","0.0015","0.0004"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 16:49:00","29.9215","0.0015","0.0004"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 18:09:00","29.9230","0.0015","0.0003"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 18:54:00","29.9230","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 19:49:00","29.9230","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 20:49:00","29.9240","0.0010","0.0003"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 21:49:00","29.9240","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 22:49:00","29.9240","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-15 23:49:00","29.9240","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-16 00:49:00","29.9240","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-16 01:49:00","29.9240","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-16 02:21:00","29.9240","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-16 03:04:00","29.9240","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-16 04:05:00","29.9240","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-16 05:21:00","29.9240","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-16 06:04:00","29.9240","0.0000","0.0000"
"2968","8SEN0121077869","UCT D-School - First Storey - ","2023-09-16 07:05:00","29.9240","0.0000","0.0000"
